                                                                                                                                                                                                                                                                



                        1                         2                         3                         4                         5                         6
                 Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.2379475026239262E+004   0.0000000000000000E+000                         1                         0                        15                        16
  0.2510942191835451E+004   0.0000000000000000E+000                         1                         0                        16                        17
  0.2642810551358619E+004   0.0000000000000000E+000                         1                         0                        17                        18
  0.2775924250853438E+004   0.0000000000000000E+000                         1                         0                        18                        19
  0.2909496353760389E+004   0.0000000000000000E+000                         1                         0                        19                        20
  0.3043111228645698E+004   0.0000000000000000E+000                         1                         0                        20                        21
  0.3176846712220309E+004   0.0000000000000000E+000                         1                         0                        21                        22
  0.3310634658027042E+004   0.0000000000000000E+000                         1                         0                        22                        23
  0.3444957257238310E+004   0.0000000000000000E+000                         1                         0                        23                        24
  0.3579599337959213E+004   0.0000000000000000E+000                         1                         0                        24                        25
  0.3714476187630087E+004   0.0000000000000000E+000                         1                         0                        25                        26
  0.3849637442865411E+004   0.0000000000000000E+000                         1                         0                        26                        27
  0.3984787748003107E+004   0.0000000000000000E+000                         1                         0                        27                        28
  0.4120093917571311E+004   0.0000000000000000E+000                         1                         0                        28                        29
  0.4255396099521902E+004   0.0000000000000000E+000                         1                         0                        29                        30
  0.4390633406651915E+004   0.0000000000000000E+000                         1                         0                        30                        31
  0.4525759558876634E+004   0.0000000000000000E+000                         1                         0                        31                        32
  0.4660328367980267E+004   0.0000000000000000E+000                         1                         0                        32                        33
  0.4793283442350663E+004   0.0000000000000000E+000                         1                         0                        33                        34
  0.4924301974727153E+004   0.0000000000000000E+000                         1                         0                        34                        35
  0.5056028346132861E+004   0.0000000000000000E+000                         1                         0                        35                        36
  0.5185781752031608E+004   0.0000000000000000E+000                         1                         0                        36                        37
  0.5312631455191568E+004   0.0000000000000000E+000                         1                         0                        37                        38
  0.5436380540270147E+004   0.0000000000000000E+000                         1                         0                        38                        39
  0.5558378048543086E+004   0.0000000000000000E+000                         1                         0                        39                        40
  0.5681384365692178E+004   0.0000000000000000E+000                         1                         0                        40                        41
  0.5807426499730240E+004   0.0000000000000000E+000                         1                         0                        41                        42
  0.5936521404364350E+004   0.0000000000000000E+000                         1                         0                        42                        43
  0.6067920605558892E+004   0.0000000000000000E+000                         1                         0                        43                        44
  0.6200921670025998E+004   0.0000000000000000E+000                         1                         0                        44                        45
  0.6334897603818149E+004   0.0000000000000000E+000                         1                         0                        45                        46
  0.6469573351502973E+004   0.0000000000000000E+000                         1                         0                        46                        47
  0.6604673101538277E+004   0.0000000000000000E+000                         1                         0                        47                        48
  0.6740038473687559E+004   0.0000000000000000E+000                         1                         0                        48                        49
  0.6875600540255335E+004   0.0000000000000000E+000                         1                         0                        49                        50
  0.7011201393613586E+004   0.0000000000000000E+000                         1                         0                        50                        51
  0.7146836247996685E+004   0.0000000000000000E+000                         1                         0                        51                        52
  0.7282397100368047E+004   0.0000000000000000E+000                         1                         0                        52                        53
  0.7417835489293322E+004   0.0000000000000000E+000                         1                         0                        53                        54
  0.7553125190324652E+004   0.0000000000000000E+000                         1                         0                        54                        55
  0.7688158775124434E+004   0.0000000000000000E+000                         1                         0                        55                        56
  0.7822942048835522E+004   0.0000000000000000E+000                         1                         0                        56                        57
  0.7957383148304972E+004   0.0000000000000000E+000                         1                         0                        57                        58
  0.2908302310504089E+003   0.0000000000000000E+000                         2                         1                         0                        -1
  0.3461856260072845E+003   0.0000000000000000E+000                         2                         1                         1                         0
  0.3780802090797393E+003   0.0000000000000000E+000                         2                         0                         1                         1
  0.5057897463927326E+003   0.0000000000000000E+000                         2                         0                         2                         2
  0.6517713764983471E+003   0.0000000000000000E+000                         2                         0                         3                         3
  0.7961513005182924E+003   0.0000000000000000E+000                         2                         0                         4                         4
  0.9406217752097856E+003   0.0000000000000000E+000                         2                         0                         5                         5
  0.1082513380624159E+004   0.0000000000000000E+000                         2                         0                         6                         6
  0.1225105639671611E+004   0.0000000000000000E+000                         2                         0                         7                         7
  0.1366056379138963E+004   0.0000000000000000E+000                         2                         0                         8                         8
  0.1505088314100404E+004   0.0000000000000000E+000                         2                         0                         9                         9
  0.1641211873823951E+004   0.0000000000000000E+000                         2                         0                        10                        10
  0.1774174644317847E+004   0.0000000000000000E+000                         2                         0                        11                        11
  0.1907043022287473E+004   0.0000000000000000E+000                         2                         0                        12                        12
  0.2040483591148778E+004   0.0000000000000000E+000                         2                         0                        13                        13
  0.2174164205459653E+004   0.0000000000000000E+000                         2                         0                        14                        14
  0.2307055634759420E+004   0.0000000000000000E+000                         2                         0                        15                        15
  0.2438534797951997E+004   0.0000000000000000E+000                         2                         0                        16                        16
  0.2570272672219620E+004   0.0000000000000000E+000                         2                         0                        17                        17
  0.2702910758257655E+004   0.0000000000000000E+000                         2                         0                        18                        18
  0.2836333087238043E+004   0.0000000000000000E+000                         2                         0                        19                        19
  0.2970255663395712E+004   0.0000000000000000E+000                         2                         0                        20                        20
  0.3103965462584185E+004   0.0000000000000000E+000                         2                         0                        21                        21
  0.3237858878383555E+004   0.0000000000000000E+000                         2                         0                        22                        22
  0.3372093946093230E+004   0.0000000000000000E+000                         2                         0                        23                        23
  0.3506639494528194E+004   0.0000000000000000E+000                         2                         0                        24                        24
  0.3641653296807450E+004   0.0000000000000000E+000                         2                         0                        25                        25
  0.3776773927419437E+004   0.0000000000000000E+000                         2                         0                        26                        26
  0.3912093581516071E+004   0.0000000000000000E+000                         2                         0                        27                        27
  0.4047507402203619E+004   0.0000000000000000E+000                         2                         0                        28                        28
  0.4182887953885233E+004   0.0000000000000000E+000                         2                         0                        29                        29
  0.4318371946010654E+004   0.0000000000000000E+000                         2                         0                        30                        30
  0.4453668544059640E+004   0.0000000000000000E+000                         2                         0                        31                        31
  0.4588715304000223E+004   0.0000000000000000E+000                         2                         0                        32                        32
  0.4723010706442925E+004   0.0000000000000000E+000                         2                         0                        33                        33
  0.4853739192120055E+004   0.0000000000000000E+000                         2                         0                        34                        34
  0.4986408427194931E+004   0.0000000000000000E+000                         2                         0                        35                        35
  0.5117385704826191E+004   0.0000000000000000E+000                         2                         0                        36                        36
  0.5245948024298505E+004   0.0000000000000000E+000                         2                         0                        37                        37
  0.5371410193970430E+004   0.0000000000000000E+000                         2                         0                        38                        38
  0.5494069519123933E+004   0.0000000000000000E+000                         2                         0                        39                        39
  0.5616277035729853E+004   0.0000000000000000E+000                         2                         0                        40                        40
  0.5740683224544819E+004   0.0000000000000000E+000                         2                         0                        41                        41
  0.5868280966306029E+004   0.0000000000000000E+000                         2                         0                        42                        42
  0.5998678159217412E+004   0.0000000000000000E+000                         2                         0                        43                        43
  0.6130970811302014E+004   0.0000000000000000E+000                         2                         0                        44                        44
  0.6264559837234606E+004   0.0000000000000000E+000                         2                         0                        45                        45
  0.6398992225056959E+004   0.0000000000000000E+000                         2                         0                        46                        46
  0.6533930815373622E+004   0.0000000000000000E+000                         2                         0                        47                        47
  0.6669261967303602E+004   0.0000000000000000E+000                         2                         0                        48                        48
  0.6804778043119831E+004   0.0000000000000000E+000                         2                         0                        49                        49
  0.6940428234930934E+004   0.0000000000000000E+000                         2                         0                        50                        50
  0.7076121772721272E+004   0.0000000000000000E+000                         2                         0                        51                        51
  0.7211761348785100E+004   0.0000000000000000E+000                         2                         0                        52                        52
  0.7347345814366695E+004   0.0000000000000000E+000                         2                         0                        53                        53
  0.7482754808324220E+004   0.0000000000000000E+000                         2                         0                        54                        54
  0.7617981909587690E+004   0.0000000000000000E+000                         2                         0                        55                        55
  0.7752957144309380E+004   0.0000000000000000E+000                         2                         0                        56                        56
  0.7887609345144318E+004   0.0000000000000000E+000                         2                         0                        57                        57
  0.1913721346196158E+003   0.0000000000000000E+000                         3                         6                         0                        -6
  0.3332661165238756E+003   0.0000000000000000E+000                         3                         1                         0                        -1
  0.5548690716093660E+003   0.0000000000000000E+000                         3                         0                         2                         2
  0.7049436516741720E+003   0.0000000000000000E+000                         3                         0                         3                         3
  0.8497794807393599E+003   0.0000000000000000E+000                         3                         0                         4                         4
  0.9945719166008149E+003   0.0000000000000000E+000                         3                         0                         5                         5
  0.1137588247442828E+004   0.0000000000000000E+000                         3                         0                         6                         6
  0.1279903959559480E+004   0.0000000000000000E+000                         3                         0                         7                         7
  0.1421345562695171E+004   0.0000000000000000E+000                         3                         0                         8                         8
  0.1559383254903320E+004   0.0000000000000000E+000                         3                         0                         9                         9
  0.1694703422855447E+004   0.0000000000000000E+000                         3                         0                        10                        10
  0.1827741314433148E+004   0.0000000000000000E+000                         3                         0                        11                        11
  0.1960943861574145E+004   0.0000000000000000E+000                         3                         0                        12                        12
  0.2095225757572459E+004   0.0000000000000000E+000                         3                         0                        13                        13
  0.2228847056494951E+004   0.0000000000000000E+000                         3                         0                        14                        14
  0.2361423888698936E+004   0.0000000000000000E+000                         3                         0                        15                        15
  0.2493235322716037E+004   0.0000000000000000E+000                         3                         0                        16                        16
  0.2625422319828336E+004   0.0000000000000000E+000                         3                         0                        17                        17
  0.2758889194199302E+004   0.0000000000000000E+000                         3                         0                        18                        18
  0.2892820249948773E+004   0.0000000000000000E+000                         3                         0                        19                        19
  0.3026937462487327E+004   0.0000000000000000E+000                         3                         0                        20                        20
  0.3161076049722481E+004   0.0000000000000000E+000                         3                         0                        21                        21
  0.3295256200327082E+004   0.0000000000000000E+000                         3                         0                        22                        22
  0.3429982330930173E+004   0.0000000000000000E+000                         3                         0                        23                        23
  0.3564976494675960E+004   0.0000000000000000E+000                         3                         0                        24                        24
  0.3700270538102120E+004   0.0000000000000000E+000                         3                         0                        25                        25
  0.3835807841914824E+004   0.0000000000000000E+000                         3                         0                        26                        26
  0.3971340043676002E+004   0.0000000000000000E+000                         3                         0                        27                        27
  0.4107037063602076E+004   0.0000000000000000E+000                         3                         0                        28                        28
  0.4242684123834266E+004   0.0000000000000000E+000                         3                         0                        29                        29
  0.4378299346529437E+004   0.0000000000000000E+000                         3                         0                        30                        30
  0.4513779734657981E+004   0.0000000000000000E+000                         3                         0                        31                        31
